maintenance_id,plant_id,maintenance_type,issue_severity,maintenance_cost,downtime_hours,maintenance_date
28339,5,Calibration,Low,83930.91,31.88,2023-04-20
28340,96,Inspection,Low,37690.89,44.41,2023-07-17
28341,129,Inspection,Critical,27269.91,11.3,2023-08-01
28342,33,Repair,Low,92756.25,12.18,2024-01-08
28343,133,Inspection,Medium,92619.13,60.05,2024-01-22
28344,101,Calibration,Medium,70537.4,38.82,2024-05-22
28345,110,Calibration,Medium,45824.19,25.13,2024-12-09
28346,23,Calibration,High,14837.74,59.81,2023-07-14
28347,50,Inspection,Critical,73910.88,46.53,2024-08-16
28348,16,Replacement,Critical,85735.93,37.84,2023-07-31
28349,188,Inspection,Critical,35676.1,29.82,2023-06-04
28350,26,Replacement,Critical,44011.59,51.74,2023-11-15
28351,89,Repair,Critical,98242.85,27.89,2023-05-24
28352,179,Replacement,Low,36922.09,33.96,2023-05-20
28353,21,Replacement,High,58941.53,10.87,2023-12-15
28354,14,Replacement,Low,38940.14,54.01,2023-02-01
28355,198,Replacement,Critical,43252.3,30.7,2024-12-15
28356,175,Calibration,High,16193.21,31.02,2024-10-24
28357,24,Calibration,High,81477.25,28.88,2023-12-19
28358,181,Replacement,Medium,45684.47,16.16,2023-12-25
28359,50,Calibration,Medium,48641.52,23.58,2023-08-22
28360,23,Repair,High,55240.86,11.41,2024-05-07
28361,7,Inspection,Low,32183.66,41.34,2023-07-03
28362,98,Replacement,Low,31118.57,6.74,2023-06-09
28363,5,Replacement,Critical,21709.49,1.77,2023-09-12
28364,169,Repair,Critical,86077.9,41.07,2023-10-06
28365,41,Replacement,High,52812.89,22.69,2024-06-14
28366,143,Calibration,Low,20801.32,28.26,2024-04-13
28367,52,Inspection,Medium,16726.71,53.68,2023-12-05
28368,156,Repair,Medium,30132.29,12.42,2023-06-19
28369,180,Repair,Medium,89184.74,18.19,2023-09-10
28370,77,Calibration,High,95088.8,59.4,2024-10-07
28371,134,Replacement,High,4761.35,27.77,2024-10-10
28372,94,Inspection,High,71400.76,60.49,2023-12-31
28373,125,Replacement,Medium,93328.57,19.62,2023-03-26
28374,128,Calibration,High,84956.51,32.19,2024-08-18
28375,38,Repair,High,44012.4,18.74,2023-08-10
28376,120,Replacement,High,72483.1,5.84,2023-11-09
28377,6,Replacement,High,4820.3,7.91,2024-10-20
28378,29,Replacement,Critical,54894.71,5.5,2023-05-18
28379,169,Calibration,Medium,37693.49,68.04,2023-08-13
28380,39,Inspection,Medium,7780.11,46.02,2024-08-23
28381,95,Inspection,Low,65555.98,55.25,2024-01-19
28382,59,Replacement,Critical,44666.38,28.36,2024-07-19
28383,124,Replacement,Medium,14556.85,45.7,2024-03-09
28384,7,Replacement,Critical,29873.03,67.95,2024-01-03
28385,104,Inspection,Low,21401.02,55.53,2023-01-18
28386,119,Replacement,Medium,69843.52,9.91,2023-05-04
28387,114,Replacement,High,43857.95,16.91,2023-12-31
28388,19,Inspection,Low,62897,34.31,2023-02-05
28389,149,Inspection,Medium,47783.62,21.91,2023-05-09
28390,11,Replacement,Critical,41751.54,13.84,2024-02-12
28391,192,Repair,Medium,47002.05,23.71,2024-10-03
28392,59,Replacement,High,66848.52,59.87,2024-05-04
28393,79,Replacement,High,30876.22,36.66,2023-05-10
28394,154,Repair,Low,7026.06,63.66,2023-02-17
28395,31,Calibration,Medium,66430.6,64.54,2024-07-24
28396,147,Calibration,High,84331.48,57.79,2024-07-01
28397,83,Calibration,Critical,14251.39,44.72,2023-07-01
28398,66,Replacement,Low,27536.98,2.19,2023-09-17
28399,102,Inspection,High,99088.57,60.18,2024-05-03
28400,4,Replacement,Low,2907.49,7.59,2024-11-29
28401,177,Calibration,Medium,92745.27,13.84,2024-11-20
28402,61,Repair,Critical,1010.16,69.32,2023-05-15
28403,70,Inspection,High,55365.53,36.57,2023-06-20
28404,5,Inspection,High,90464.49,32.89,2024-03-24
28405,187,Calibration,Critical,34558.13,53.21,2024-02-22
28406,46,Calibration,Low,76241.6,70.31,2023-12-23
28407,85,Repair,Low,82877.27,44.14,2023-10-31
28408,136,Repair,Medium,89653.12,22.71,2023-10-10
28409,76,Calibration,Medium,99377.04,19.87,2024-02-02
28410,116,Repair,Critical,70753.57,3.87,2024-04-26
28411,172,Calibration,Critical,90351.12,29.35,2024-10-22
28412,75,Repair,Low,25292.39,37.61,2024-05-14
28413,145,Calibration,Critical,92720.71,46.77,2023-08-26
28414,55,Calibration,Medium,9174.84,8.4,2023-10-24
28415,148,Calibration,Low,10694.05,24.24,2024-11-16
28416,128,Inspection,High,4945.58,4.34,2024-07-21
28417,50,Repair,High,11523.77,17.17,2023-11-28
28418,80,Calibration,Medium,89670.65,27.48,2023-03-13
28419,86,Repair,Medium,601.36,6.46,2024-05-22
28420,96,Calibration,Medium,50765.65,22.76,2023-07-10
28421,8,Repair,Critical,14514.14,59.78,2023-11-15
28422,29,Replacement,Medium,53226.88,49.01,2024-12-06
28423,69,Repair,High,68456.68,67.46,2023-05-04
28424,103,Calibration,Medium,30276.33,50.34,2024-12-08
28425,6,Calibration,Medium,80094.12,23.08,2024-12-07
28426,46,Calibration,Medium,69204.86,57.63,2023-05-06
28427,38,Calibration,Medium,46313.31,60.64,2024-06-03
28428,61,Repair,Low,77596.05,67.45,2023-11-11
28429,97,Repair,Low,78072.36,9.51,2023-12-13
28430,153,Replacement,Critical,99924.93,8.26,2024-07-15
28431,111,Repair,High,81193.42,47.38,2023-05-19
28432,199,Calibration,High,36258.51,43.75,2024-03-14
28433,199,Inspection,High,20817.58,44.95,2023-09-04
28434,97,Calibration,Medium,5795.41,18.02,2023-01-18
28435,174,Calibration,Medium,51212.73,29.95,2023-05-02
28436,44,Replacement,Critical,35467.93,23.12,2024-04-30
28437,26,Calibration,Critical,54630.62,62.85,2024-04-03
28438,179,Repair,Low,90394.06,28.32,2024-03-13
28439,98,Inspection,Medium,5066.34,27.62,2023-03-29
28440,95,Calibration,High,28184.24,32.91,2023-12-09
28441,44,Calibration,High,68355.1,43.4,2023-02-20
28442,75,Calibration,Critical,2190.75,29.23,2024-05-04
28443,19,Repair,Critical,35087.95,7.56,2024-04-05
28444,37,Calibration,Medium,91404.15,13.87,2023-06-18
28445,58,Replacement,Critical,50355.45,53.34,2023-08-22
28446,89,Repair,Low,27581.15,22.08,2023-02-20
28447,162,Calibration,High,25572.18,12.03,2024-10-09
28448,167,Replacement,Medium,23797.45,37.43,2024-01-22
28449,189,Replacement,Medium,1956.42,20.81,2023-10-14
28450,150,Replacement,Critical,35702.65,15.02,2023-12-08
28451,86,Repair,Medium,87391.76,59.66,2024-03-13
28452,188,Inspection,Low,66124.49,67.24,2024-02-07
28453,56,Replacement,High,59352.44,18.32,2024-04-01
28454,80,Replacement,Critical,77468.92,57.28,2024-05-22
28455,96,Repair,Low,53841.01,17.4,2024-04-03
28456,139,Calibration,Low,83497.92,64.65,2023-01-07
28457,55,Calibration,Critical,19303.62,33.36,2023-11-14
28458,83,Repair,High,97240.11,67.56,2024-09-10
28459,101,Calibration,Medium,37100.29,32.35,2023-04-03
28460,48,Calibration,Medium,70162.5,28.49,2024-06-24
28461,149,Inspection,Medium,56737.63,14.59,2024-11-27
28462,55,Calibration,Medium,94361.29,65.23,2024-01-18
28463,144,Calibration,High,9747.25,58.42,2023-05-26
28464,52,Calibration,Low,14719.06,38.07,2023-10-21
28465,25,Calibration,High,23267.62,39.27,2023-05-24
28466,188,Calibration,Critical,19426.22,35.25,2023-08-10
28467,83,Repair,Low,64260.69,66.53,2023-11-04
28468,121,Calibration,High,49442.97,7.73,2023-01-26
28469,137,Calibration,High,64404.25,46.02,2023-01-18
28470,74,Repair,Low,12595.05,6.28,2024-11-22
28471,101,Inspection,Low,32949.01,40.26,2023-07-28
28472,103,Repair,High,52477.06,38.16,2023-02-28
28473,99,Inspection,Critical,83458.5,6.31,2023-08-23
28474,172,Inspection,Critical,56874.18,52.18,2023-07-25
28475,195,Inspection,High,63579.31,69.87,2024-11-16
28476,182,Calibration,High,29701.81,63.23,2024-03-13
28477,175,Inspection,Medium,54107.14,69.09,2024-05-28
28478,1,Repair,High,53895.07,25.82,2024-04-10
28479,14,Inspection,Low,3450.61,30.33,2023-08-16
28480,184,Repair,Critical,80330.85,64.27,2023-05-28
28481,56,Inspection,High,88806.74,29.73,2024-01-05
28482,10,Inspection,Critical,67191.94,15.32,2023-05-07
28483,58,Inspection,Low,93953.33,36.1,2024-05-06
28484,10,Calibration,Low,91710.76,41.38,2023-04-10
28485,178,Inspection,Medium,49058.18,59.93,2024-04-22
28486,26,Replacement,Critical,35831.45,2.35,2024-03-08
28487,190,Repair,Critical,68276.01,10.75,2023-11-06
28488,166,Calibration,Low,13750.35,63.33,2023-02-10
28489,15,Calibration,Critical,80196.22,39.14,2023-05-04
28490,46,Inspection,Low,87094.99,8.7,2023-05-03
28491,144,Replacement,Critical,50620.74,21.01,2023-11-14
28492,184,Replacement,High,68128.15,21.61,2023-04-04
28493,36,Replacement,High,92295.67,17.53,2024-10-09
28494,166,Replacement,Critical,17436.49,16.38,2024-09-04
28495,17,Repair,Low,49540.63,25.29,2023-04-18
28496,63,Repair,High,32672.69,2.84,2024-01-08
28497,61,Replacement,Medium,32900.44,52.19,2023-11-19
28498,58,Repair,Low,54999.09,65.23,2023-06-30
28499,140,Repair,Critical,12493.92,43.12,2023-11-15
28500,118,Repair,Critical,87989.93,14.07,2023-06-30
28501,151,Repair,Critical,19741.27,8.59,2024-08-21
28502,122,Repair,High,92459.53,63.52,2024-10-03
28503,94,Inspection,High,76654.16,43.1,2024-07-13
28504,7,Calibration,Medium,34665.84,27.14,2023-07-18
28505,14,Calibration,Low,18629.52,44.49,2024-11-06
28506,197,Replacement,High,46301.24,50.1,2023-08-09
28507,57,Calibration,Critical,38592.62,7.86,2023-10-19
28508,124,Replacement,Critical,65188.97,14.43,2024-03-02
28509,122,Replacement,Low,72819.37,67.84,2023-11-22
28510,152,Replacement,Medium,80184.35,62.73,2024-12-23
28511,16,Calibration,Low,90225.2,44.1,2024-08-09
28512,184,Replacement,Medium,39929.11,51.84,2023-11-13
28513,139,Calibration,High,5131.1,44.03,2023-04-25
28514,15,Calibration,High,12074.75,67.55,2023-09-07
28515,121,Repair,Low,22616.02,23.39,2024-10-20
28516,1,Repair,Low,69228.59,62.8,2023-02-21
28517,84,Repair,Medium,43597.28,14.21,2024-12-28
28518,67,Replacement,Critical,43273.09,66.48,2024-08-15
28519,13,Repair,Medium,44070.99,22.95,2023-11-26
28520,134,Calibration,Low,69808.64,24.14,2023-10-04
28521,53,Inspection,Medium,70137.4,59,2023-10-09
28522,138,Repair,High,33593.84,67.46,2023-12-20
28523,90,Repair,High,79427.87,66.4,2023-12-07
28524,105,Repair,High,69659.59,63.21,2023-03-02
28525,42,Repair,Critical,4341.09,61.16,2023-04-09
28526,197,Calibration,Medium,30112.56,42.55,2023-01-13
28527,193,Inspection,Low,65397.75,17.58,2024-01-29
28528,168,Inspection,Critical,68685.71,23.22,2023-01-21
28529,17,Calibration,Critical,99020.46,41.64,2023-08-30
28530,51,Replacement,Medium,99081.21,24.38,2024-01-11
28531,134,Inspection,Low,85462.81,69.44,2024-11-16
28532,119,Inspection,Medium,21408.5,49.65,2023-03-17
28533,190,Inspection,Critical,42153.68,11.09,2024-02-26
28534,140,Replacement,High,71082.78,57.43,2023-07-22
28535,45,Replacement,Low,35270.73,55.7,2023-12-14
28536,85,Inspection,Medium,50224.51,40.98,2024-12-08
28537,132,Inspection,Low,86938.69,8.67,2023-02-07
28538,174,Calibration,Medium,41933.32,31.45,2024-09-14
28539,163,Repair,High,93023.13,7.24,2023-01-18
28540,161,Replacement,Critical,65494.05,16.91,2024-06-21
28541,179,Calibration,Medium,43048.53,65.96,2023-11-29
28542,54,Repair,Medium,80324.87,37.73,2024-10-29
28543,121,Replacement,Low,35697.4,46.65,2023-07-30
28544,7,Inspection,High,1803.24,9.91,2023-07-23
28545,155,Replacement,High,71301.61,25.84,2023-02-09
28546,149,Calibration,Critical,6938.07,14.51,2024-05-07
28547,200,Inspection,High,38770.74,40.18,2023-06-04
28548,37,Repair,Medium,72274.3,2.49,2023-10-19
28549,104,Repair,Medium,96975.27,19.54,2024-07-30
28550,83,Repair,Critical,96387.9,65.86,2024-06-06
28551,22,Inspection,Critical,70053.07,39.25,2023-06-04
28552,120,Replacement,Low,7581.21,61.75,2024-07-06
28553,15,Calibration,High,48442.43,25.87,2024-12-03
28554,130,Repair,Critical,52069.41,40.05,2024-05-13
28555,12,Inspection,Critical,3994.98,46.61,2023-09-27
28556,79,Replacement,Low,56993.54,47.07,2023-11-11
28557,125,Repair,Medium,23575.43,18.26,2024-04-09
28558,167,Replacement,Medium,80174.09,6.43,2024-10-04
28559,106,Inspection,High,83732.17,33.27,2024-06-18
28560,7,Repair,Low,46418.94,3.26,2023-11-19
28561,27,Inspection,Medium,84767.24,13.58,2024-10-05
28562,179,Inspection,Medium,59898.25,53.84,2024-02-06
28563,180,Repair,High,41035.3,58.85,2024-12-31
28564,154,Calibration,Critical,26091.09,27.82,2024-09-28
28565,95,Repair,Critical,51846.03,46.9,2024-01-21
28566,132,Calibration,Medium,29117.61,16.36,2023-06-20
28567,136,Calibration,Medium,91635.28,62.28,2024-10-16
28568,164,Calibration,Medium,37021.5,10.16,2024-04-11
28569,106,Repair,High,69410,59.58,2023-09-02
28570,182,Calibration,High,17769.69,23.49,2023-12-24
28571,164,Repair,Critical,33595.05,50.47,2024-06-13
28572,121,Replacement,Low,89862.03,49.99,2024-12-26
28573,125,Inspection,Low,89301.15,47.97,2023-10-27
28574,21,Replacement,Critical,13689.24,41.96,2023-12-26
28575,163,Replacement,Medium,19043.49,47.05,2023-12-14
28576,131,Repair,Critical,6271.5,1.03,2024-12-07
28577,192,Inspection,Medium,1240.22,71.45,2024-12-06
28578,151,Inspection,Medium,19571.01,57.7,2024-04-21
28579,167,Replacement,Medium,23260.41,52.59,2023-08-26
28580,193,Calibration,Critical,54840.61,11.9,2023-11-24
28581,29,Inspection,Low,37311.75,59.32,2023-05-20
28582,120,Calibration,Low,13997.08,51.96,2024-10-03
28583,135,Repair,High,86569.15,37.01,2023-10-06
28584,99,Inspection,Medium,56981.62,7.65,2023-06-23
28585,84,Replacement,High,60701.01,14.71,2024-01-17
28586,102,Inspection,Medium,15292.81,60.79,2024-03-13
28587,103,Repair,Low,34337.58,16.02,2024-11-06
28588,138,Calibration,Medium,62122.79,64.8,2023-09-04
28589,118,Inspection,Low,62141.54,57.57,2023-11-10
28590,88,Inspection,Critical,79456.99,11.84,2023-01-22
28591,53,Repair,High,89096.95,27.05,2024-10-15
28592,97,Repair,Critical,10850.66,10.77,2023-12-30
28593,172,Calibration,Low,52211.68,49.16,2023-12-24
28594,171,Replacement,Medium,19240.74,3.37,2023-11-15
28595,104,Replacement,Low,98563.76,25.46,2024-07-29
28596,136,Replacement,Medium,63283.81,62.33,2023-04-15
28597,127,Calibration,Medium,29488.65,9.94,2024-03-11
28598,76,Inspection,Medium,82885.16,18.5,2023-09-11
28599,175,Repair,Low,8329.71,36.34,2023-04-24
28600,143,Calibration,Low,38909.64,47.35,2023-02-04
28601,44,Calibration,Critical,27156.27,60.38,2024-12-07
28602,10,Repair,High,79152.95,25.39,2024-06-14
28603,185,Inspection,Critical,7484.45,30.87,2024-05-14
28604,69,Inspection,Low,17828.74,58.33,2023-11-26
28605,150,Repair,Critical,66848.64,48.68,2023-02-11
28606,13,Replacement,High,88183.01,17.62,2023-05-08
28607,195,Repair,Critical,52337.97,53.9,2024-02-03
28608,144,Repair,High,37290.09,56.6,2023-06-01
28609,60,Repair,Medium,51267.2,30.98,2024-04-12
28610,75,Inspection,Low,95662.57,9.36,2023-02-20
28611,168,Inspection,Low,88466.19,48.48,2024-02-04
28612,50,Repair,Low,64645.49,15.32,2024-08-24
28613,116,Repair,Medium,43066.06,35.25,2023-12-29
28614,198,Calibration,Low,98876.59,34.5,2024-12-13
28615,180,Calibration,Critical,15670.46,3.6,2024-07-23
28616,102,Replacement,High,16436.2,49.7,2024-03-22
28617,91,Calibration,Medium,11943.13,48.03,2024-06-07
28618,174,Repair,Critical,17044.26,61.94,2024-09-26
28619,97,Inspection,Medium,89661.21,59.93,2023-08-09
28620,47,Inspection,Low,89255.79,49.95,2023-03-19
28621,34,Inspection,Medium,12757.72,70.12,2024-07-06
28622,133,Inspection,Medium,32672.87,51.02,2024-05-31
28623,181,Inspection,Critical,41836,69.16,2023-09-17
28624,166,Replacement,Low,73660.31,65.88,2024-02-08
28625,75,Repair,Medium,52768.95,65.78,2023-12-20
28626,135,Replacement,Critical,43698.97,68.84,2024-07-05
28627,71,Calibration,High,84651.55,38.72,2024-05-27
28628,34,Replacement,High,94988.53,61.82,2023-07-15
28629,200,Replacement,High,32364.32,22.75,2023-12-10
28630,149,Calibration,Critical,73570.91,6.74,2023-04-08
28631,59,Replacement,High,11402.81,26.27,2024-09-23
28632,74,Replacement,Critical,25728.35,20.32,2024-10-24
28633,68,Inspection,Low,61789.31,39.35,2024-03-27
28634,128,Replacement,Medium,83693.93,16.76,2024-10-18
28635,83,Inspection,High,79737.83,35.96,2023-10-31
28636,122,Replacement,Critical,8201.94,52.95,2024-08-02
28637,157,Inspection,Medium,12749.27,50.34,2023-12-12
28638,114,Replacement,Critical,633.54,17.22,2024-10-03
28639,73,Inspection,High,60806.67,65.97,2023-05-27
28640,66,Calibration,High,52735.84,68.95,2024-08-06
28641,76,Inspection,Medium,52811.41,65.89,2023-11-30
28642,84,Inspection,Medium,50764.63,18.32,2024-07-18
28643,14,Calibration,Medium,42839.41,45.05,2024-06-28
28644,33,Calibration,Medium,50923.4,67.29,2023-05-24
28645,158,Repair,High,10003.87,56.24,2024-10-14
28646,153,Replacement,Medium,84135.5,52.85,2024-03-30
28647,187,Repair,High,90641.63,64.48,2024-09-29
28648,43,Inspection,Medium,66022.13,5.36,2023-07-16
28649,191,Calibration,Low,92753.61,12.04,2024-03-17
28650,131,Calibration,Medium,26021.24,32.24,2024-05-30
28651,5,Inspection,Medium,14058.62,54.67,2023-08-27
28652,32,Replacement,Medium,19482.15,8.38,2024-09-04
28653,11,Replacement,High,2657.39,68.35,2024-07-30
28654,192,Inspection,Medium,28514.64,37.5,2023-04-28
28655,20,Inspection,Medium,26640.11,46.95,2023-11-02
28656,127,Inspection,Medium,72400.44,62.23,2023-01-26
28657,64,Calibration,High,42875.2,63.02,2023-07-30
28658,43,Repair,High,97863.06,31.01,2023-01-14
28659,134,Replacement,Critical,98057.78,22.72,2023-08-25
28660,94,Calibration,Medium,10753.79,31.07,2024-12-09
28661,67,Inspection,Medium,62203.94,35.14,2024-10-04
28662,163,Calibration,Low,76893.26,43.69,2023-07-27
28663,3,Replacement,Critical,95175.67,36.54,2024-04-09
28664,167,Inspection,Low,42888.59,4.84,2023-09-13
28665,92,Replacement,Critical,74809.71,50.94,2023-04-14
28666,159,Repair,Critical,73256.9,2.68,2023-01-19
28667,105,Repair,High,76649.1,18.24,2023-05-04
28668,144,Inspection,Low,92639.55,39.2,2024-07-12
28669,51,Calibration,Low,56422.02,50.07,2024-05-01
28670,157,Inspection,Low,90279.22,12.75,2024-11-24
28671,22,Inspection,High,99912.36,7.81,2024-12-25
28672,96,Repair,Medium,89888.73,18.77,2023-12-25
28673,149,Inspection,Medium,66657.64,24.37,2024-06-22
28674,95,Replacement,Medium,44372.98,41.52,2023-09-04
28675,46,Inspection,Low,22881.41,24.7,2023-07-16
28676,187,Calibration,Medium,6835.75,70.71,2023-08-12
28677,182,Replacement,Medium,75060.52,31,2023-04-14
28678,182,Inspection,Medium,13840.99,13.99,2024-04-11
28679,30,Calibration,High,37223.26,61.76,2023-05-30
28680,86,Inspection,Low,23221.26,9.39,2023-08-05
28681,29,Calibration,Medium,58977.49,40.51,2024-12-15
28682,44,Replacement,High,36573.46,70.29,2023-03-27
28683,184,Inspection,Critical,15600.31,63.26,2023-10-06
28684,124,Inspection,Low,92166.57,44.63,2023-12-21
28685,62,Replacement,High,73675.51,25.67,2023-07-13
28686,75,Calibration,High,15615.91,40.93,2023-11-27
28687,45,Replacement,Critical,3354.6,28.95,2023-10-10
28688,42,Repair,High,72061.65,2.21,2024-10-03
28689,190,Calibration,Critical,42264.41,6.48,2024-04-20
28690,38,Replacement,Low,69608.77,53.15,2023-01-23
28691,118,Repair,High,99453.14,64.45,2023-10-01
28692,113,Inspection,Low,38784.54,59.64,2023-07-03
28693,90,Calibration,Low,97322.82,58.82,2024-04-27
28694,101,Inspection,Low,57319.88,64.41,2023-08-23
28695,55,Replacement,High,69354.57,65.37,2023-03-05
28696,29,Calibration,Critical,72198.67,55.05,2024-01-14
28697,193,Replacement,Medium,27554.45,26.13,2023-12-25
28698,63,Inspection,Low,44269.36,52.24,2024-01-10
28699,115,Inspection,Critical,84054.37,27.13,2024-12-04
28700,55,Replacement,Critical,70956.91,15.66,2024-12-31
28701,8,Calibration,Critical,24019.43,12.52,2024-01-26
28702,52,Inspection,High,93395.31,5.75,2024-06-15
28703,111,Calibration,Low,97769.93,10.01,2024-08-20
28704,109,Inspection,Medium,85489.11,3.19,2023-12-03
28705,84,Inspection,Medium,91729.86,58.33,2023-10-01
28706,147,Inspection,High,76489.5,56.05,2023-03-08
28707,62,Repair,Critical,8152.93,63.26,2023-05-11
28708,67,Repair,Medium,79941.55,58.51,2023-06-11
28709,20,Inspection,Critical,13776.55,50.39,2024-04-24
28710,188,Inspection,High,87731.88,6.24,2024-04-08
28711,70,Replacement,Low,42344.52,63.44,2024-07-07
28712,157,Replacement,High,91514.87,34.58,2024-07-31
28713,158,Calibration,Medium,52476.78,71.53,2023-06-14
28714,1,Replacement,High,8881.81,23.09,2023-04-14
28715,114,Replacement,Low,99741.77,16.61,2024-12-01
28716,12,Repair,Medium,50781.66,57.89,2023-11-22
28717,10,Repair,Medium,70973.44,63.87,2024-06-11
28718,164,Inspection,Low,58103.8,22.81,2023-07-13
28719,171,Repair,Low,54038.01,28.87,2024-09-14
28720,100,Inspection,Critical,37936.34,24.77,2023-10-24
28721,94,Repair,Low,96510.79,27.11,2023-03-28
28722,163,Calibration,Critical,39316.01,66.46,2023-11-27
28723,137,Inspection,Low,37316.93,40.49,2024-06-30
28724,10,Replacement,Medium,58590.97,53.02,2023-10-05
28725,19,Calibration,Medium,27257.76,55.02,2024-04-03
28726,120,Repair,High,81670.47,19.61,2024-08-19
28727,93,Replacement,High,7020.55,11.63,2024-05-08
28728,105,Replacement,Critical,93554.03,33.74,2023-01-21
28729,10,Inspection,Low,44354.32,65.18,2024-07-20
28730,159,Inspection,Medium,25373.78,12.11,2023-09-19
28731,180,Repair,High,60792.89,23.09,2023-11-06
28732,135,Repair,Medium,42110.72,19.79,2024-04-11
28733,82,Calibration,High,13321.11,62.82,2023-06-23
28734,98,Replacement,Medium,23994.08,51.8,2024-11-07
28735,76,Replacement,Medium,26622.61,51.01,2024-07-15
28736,174,Calibration,Low,89614.03,8.33,2023-11-21
28737,77,Inspection,Low,8066.82,17.34,2023-01-10
28738,48,Replacement,Medium,33757.66,2.11,2024-09-22
28739,113,Replacement,Critical,53012.25,3.7,2023-09-14
28740,130,Inspection,Medium,43895.41,65.6,2024-12-22
28741,110,Calibration,Medium,53523.31,53.42,2024-01-06
28742,162,Calibration,Critical,31229.65,47.78,2023-05-10
28743,43,Repair,High,46742.69,50.08,2024-04-14
28744,66,Replacement,Medium,74003.89,56.21,2024-12-20
28745,7,Inspection,Medium,47167.82,41.63,2024-02-09
28746,192,Replacement,High,48459.53,66.14,2023-03-21
28747,37,Replacement,High,11477.66,14.62,2023-05-27
28748,3,Calibration,High,94979.78,25.76,2024-07-10
28749,110,Inspection,High,17192.14,22.74,2024-01-15
28750,42,Inspection,Critical,93076.06,10.26,2024-06-04
28751,153,Repair,Critical,17867.01,26.48,2024-05-15
28752,9,Calibration,Low,81142.11,16.4,2023-11-24
28753,84,Calibration,Low,83558.96,27.51,2024-07-26
28754,62,Inspection,High,25200.42,12.8,2024-04-13
28755,125,Repair,High,30623.61,3.85,2023-03-13
28756,154,Replacement,Low,46656.9,29.2,2023-08-15
28757,71,Inspection,Critical,39771.33,53.14,2024-10-21
28758,175,Calibration,Critical,31413.7,1.09,2023-04-30
28759,7,Inspection,Medium,64756.19,4.06,2023-11-12
28760,49,Replacement,Critical,17680.31,36.67,2023-12-27
28761,60,Replacement,Medium,43659.24,53.33,2023-05-12
28762,107,Inspection,Critical,39789.84,45.43,2023-10-05
28763,13,Inspection,Medium,4687.06,41.76,2023-12-28
28764,138,Repair,High,33636.08,48.64,2023-02-25
28765,5,Inspection,High,48708.88,1.84,2023-09-16
28766,92,Repair,Low,51648.37,51.52,2024-02-10
28767,18,Inspection,Critical,93743.29,15.96,2024-07-31
28768,78,Calibration,Critical,3630.45,3.09,2023-05-17
28769,90,Inspection,Critical,15958.81,66.34,2023-10-14
28770,155,Inspection,Critical,8704.76,71.99,2024-09-01
28771,40,Inspection,Critical,5148.07,44.28,2023-08-29
28772,175,Inspection,Critical,26313.8,48.42,2023-02-13
28773,194,Inspection,High,7465.79,30.1,2023-02-21
28774,176,Inspection,Critical,85471.13,2.64,2023-02-14
28775,90,Inspection,Medium,68271.63,12.44,2024-09-23
28776,167,Calibration,Critical,35271.05,6.95,2023-03-06
28777,181,Inspection,Low,79914.66,62.07,2024-07-24
28778,2,Repair,Low,68456.3,20.34,2023-01-07
28779,80,Inspection,Low,54639.58,44.44,2024-03-19
28780,50,Inspection,High,87761.62,64.89,2023-03-09
28781,16,Replacement,Low,45481.69,24.09,2023-11-15
28782,107,Repair,Critical,42094.74,16.69,2023-10-12
28783,35,Repair,High,2110.67,39.41,2024-02-20
28784,181,Inspection,Medium,67262.33,10.79,2023-09-22
28785,196,Replacement,Critical,28310.04,24.08,2023-08-28
28786,90,Calibration,High,88992.92,25.8,2024-04-20
28787,128,Calibration,High,52087.84,66.63,2024-05-08
28788,74,Repair,Low,31269.88,34.07,2024-01-28
28789,7,Replacement,High,89130.63,70.27,2024-08-26
28790,105,Inspection,High,61182.13,61.43,2023-05-11
28791,29,Replacement,Critical,79029.58,67.45,2023-01-01
28792,160,Calibration,Critical,20458.02,36.15,2024-06-02
28793,130,Calibration,High,23405.52,15.58,2023-01-05
28794,97,Inspection,Medium,26497.99,66.99,2023-06-28
28795,111,Repair,Medium,90867.25,68.78,2023-10-28
28796,87,Calibration,Medium,26353.46,40.62,2024-02-09
28797,39,Calibration,Medium,79314.93,47.76,2023-04-14
28798,100,Calibration,High,44296.83,35.13,2024-02-20
28799,80,Repair,Medium,17226.78,2.44,2023-12-02
28800,199,Repair,Medium,87502.4,16.25,2024-12-20
28801,53,Inspection,Low,49750.87,68.11,2024-07-22
28802,2,Repair,Critical,29452.37,58.46,2023-11-25
28803,109,Inspection,Critical,48862.99,37.38,2024-02-23
28804,164,Repair,Medium,90235.56,14.9,2023-10-31
28805,153,Inspection,Critical,23465.62,30.88,2024-04-15
28806,65,Inspection,Medium,28487.65,37.95,2024-09-14
28807,102,Inspection,Low,34822.4,1.65,2024-02-10
28808,149,Repair,Medium,16288.52,59.15,2023-02-09
28809,76,Calibration,Medium,94245.51,63.23,2023-11-05
28810,119,Inspection,Medium,45303.82,68.2,2023-12-18
28811,175,Inspection,Low,95541.67,45.29,2024-08-31
28812,90,Replacement,Medium,90707.8,64.6,2023-07-14
28813,159,Replacement,Medium,17685.84,50.64,2024-04-17
28814,2,Replacement,Critical,47888.17,20.34,2024-08-31
28815,44,Calibration,High,75708.65,33.43,2023-09-09
28816,172,Repair,Medium,961.99,4.05,2024-08-29
28817,63,Calibration,Critical,59900.95,28.68,2024-11-18
28818,56,Replacement,Critical,67373.07,20.67,2023-04-28
