failure_id,plant_id,failure_type,outage_hours,financial_loss_usd,failure_date
11026,172,Voltage Drop,17.56,239639.01,2024-04-22
11027,64,Grid Instability,44.51,85674.86,2023-09-03
11028,96,Overheating,35.55,134721.44,2024-11-23
11029,192,Grid Instability,8.38,336200.84,2024-08-07
11030,122,Transformer Failure,4.14,30397.1,2023-05-27
11031,84,Overheating,10.46,425131.4,2024-05-05
11032,156,Grid Instability,45.77,227703.5,2024-09-30
11033,62,Overheating,27.59,334762.35,2024-03-14
11034,122,Overheating,9.92,352602.08,2023-05-27
11035,78,Voltage Drop,18.48,367356.56,2023-02-01
11036,35,Transformer Failure,36.63,304301.38,2024-04-22
11037,172,Overheating,39.89,288948.3,2024-03-04
11038,102,Grid Instability,17.41,205612.14,2024-11-26
11039,65,Voltage Drop,1.3,476881.97,2023-08-21
11040,163,Grid Instability,34.84,484804.1,2023-01-27
11041,153,Overheating,21.89,171718.56,2023-01-31
11042,199,Grid Instability,31.04,93538.69,2024-02-10
11043,164,Voltage Drop,22.38,247129.72,2024-11-06
11044,71,Grid Instability,12.57,475848.89,2024-09-18
11045,89,Voltage Drop,8.96,35674.82,2023-11-24
11046,181,Transformer Failure,39.18,491818.88,2024-07-25
11047,11,Overheating,3.9,205500.83,2023-09-01
11048,103,Grid Instability,29.11,256897.12,2023-07-17
11049,7,Voltage Drop,12.67,379748.8,2023-09-20
11050,85,Overheating,37,202506.4,2024-02-07
11051,186,Grid Instability,34.15,30952.74,2023-01-26
11052,140,Overheating,4.31,320377.75,2024-05-22
11053,44,Grid Instability,27.42,45502.37,2024-03-18
11054,60,Voltage Drop,37.53,97725.8,2023-07-19
11055,178,Grid Instability,1.99,97186.37,2024-06-25
11056,134,Grid Instability,22.39,78585.31,2023-08-03
11057,177,Transformer Failure,44.96,419576.66,2024-12-30
11058,74,Overheating,23.84,50369.01,2024-03-20
11059,5,Overheating,41.73,202923.13,2024-05-17
11060,112,Grid Instability,19.86,229808.28,2023-07-24
11061,180,Transformer Failure,14.16,448636.11,2023-10-06
11062,58,Transformer Failure,35.13,153362.22,2024-01-25
11063,97,Overheating,33.48,276720.64,2024-12-18
11064,176,Grid Instability,38.3,223823.9,2024-01-12
11065,81,Voltage Drop,31.99,3293.32,2024-05-02
11066,199,Grid Instability,24.4,161183.94,2023-06-28
11067,37,Voltage Drop,10.6,217951.73,2023-10-25
11068,116,Grid Instability,27.53,327481.39,2024-10-11
11069,32,Grid Instability,35.58,20491.92,2023-10-20
11070,32,Grid Instability,10.13,159222.48,2024-10-30
11071,81,Grid Instability,46.6,430719.34,2024-12-01
11072,99,Grid Instability,8.16,104555.45,2023-05-27
11073,196,Transformer Failure,40.67,470175.56,2024-04-11
11074,103,Grid Instability,47.1,270357.81,2024-12-18
11075,186,Overheating,32.16,237332.33,2024-12-04
11076,100,Voltage Drop,45.2,80100.65,2024-11-10
11077,85,Voltage Drop,41.58,163780.63,2023-06-23
11078,181,Voltage Drop,42.66,393340.82,2023-10-02
11079,91,Overheating,25.34,474703,2023-07-25
11080,140,Grid Instability,42.61,154548.84,2024-08-03
11081,111,Overheating,27.61,67499.09,2023-01-13
11082,87,Grid Instability,27.36,268277.81,2024-11-25
11083,11,Grid Instability,8.43,2435.7,2023-06-28
11084,4,Grid Instability,1.6,72908.85,2023-12-07
11085,20,Voltage Drop,4.16,378547.33,2024-02-19
11086,157,Transformer Failure,15.95,422557.94,2024-11-25
11087,133,Grid Instability,29.56,193634.59,2024-01-04
11088,139,Transformer Failure,32.98,44132.81,2024-08-02
11089,199,Transformer Failure,26.06,206559.74,2023-04-03
11090,94,Grid Instability,2.9,438670.33,2023-11-15
11091,150,Transformer Failure,26.86,36614.04,2023-04-25
11092,74,Voltage Drop,34.29,360128.35,2024-03-09
11093,182,Overheating,40.87,184564.13,2023-03-20
11094,146,Transformer Failure,5.95,356063.8,2023-04-24
11095,121,Overheating,32.49,239995.69,2024-11-10
11096,92,Grid Instability,40.39,185178.29,2024-11-02
11097,161,Voltage Drop,18.03,15850.63,2023-12-31
11098,32,Overheating,31.55,386302.73,2023-05-30
11099,192,Grid Instability,17.8,230666.85,2023-02-19
11100,184,Grid Instability,18.5,108013.2,2024-09-15
11101,154,Overheating,14.48,368461.93,2024-08-31
11102,171,Transformer Failure,36.5,255400,2023-02-10
11103,57,Grid Instability,29.88,468953.85,2024-08-04
11104,44,Overheating,37.23,407022.38,2024-06-25
11105,16,Voltage Drop,27.51,84155.48,2023-09-30
11106,35,Voltage Drop,34.68,438426.91,2024-12-27
11107,45,Overheating,38.9,10614.34,2023-02-22
11108,110,Voltage Drop,28.86,231858.19,2023-04-17
11109,149,Transformer Failure,24.88,309151.87,2024-05-20
11110,57,Grid Instability,13.96,53695.71,2023-03-21
11111,175,Grid Instability,33.96,78444.33,2024-09-20
11112,125,Grid Instability,29.25,363808.53,2023-08-14
11113,187,Transformer Failure,17.15,440967.11,2023-04-27
11114,10,Overheating,21.13,274162.58,2024-11-07
11115,66,Transformer Failure,44.77,437857.69,2023-02-18
11116,140,Voltage Drop,27.91,176644.49,2024-02-22
11117,82,Overheating,17.92,313312.23,2024-11-11
11118,186,Overheating,46.16,246989.42,2024-09-04
11119,146,Transformer Failure,11.15,442313.05,2023-10-08
11120,179,Transformer Failure,25.76,183071.55,2024-08-23
11121,96,Voltage Drop,40.76,28463.55,2023-03-22
11122,186,Overheating,2,169481.27,2024-02-08
11123,83,Transformer Failure,47.89,305938.44,2023-08-05
11124,49,Grid Instability,13.93,299924.82,2024-10-11
11125,37,Voltage Drop,21.25,479080.19,2024-01-27
11126,16,Transformer Failure,44.22,187995.74,2024-07-14
11127,78,Transformer Failure,33.89,196034.37,2023-01-15
11128,90,Transformer Failure,45.95,337050.77,2024-12-24
11129,132,Voltage Drop,6.45,63932.15,2023-02-18
11130,193,Overheating,34.7,194191.87,2024-05-02
11131,147,Overheating,33.05,298207.31,2024-08-18
11132,157,Grid Instability,17.25,378140.3,2023-02-22
11133,64,Grid Instability,20.14,254287.96,2024-01-19
11134,43,Grid Instability,26.05,6723.48,2024-09-28
11135,38,Voltage Drop,27.41,474601.11,2023-06-28
11136,128,Voltage Drop,29.18,308539.3,2024-05-22
11137,186,Grid Instability,30.82,205559.14,2024-02-13
11138,158,Voltage Drop,24.22,469457.22,2024-10-26
11139,173,Overheating,24.86,256975.75,2023-08-13
11140,33,Voltage Drop,30.07,342940.22,2024-05-29
11141,3,Voltage Drop,47.33,78522.58,2024-05-08
11142,27,Voltage Drop,45.51,478089.67,2024-12-21
11143,56,Voltage Drop,23.86,10113.4,2024-01-15
11144,103,Transformer Failure,43.72,326714.9,2024-04-10
11145,103,Voltage Drop,8.54,433136.69,2024-12-23
11146,130,Voltage Drop,9.42,244133.6,2024-01-19
11147,36,Overheating,18.71,15814.09,2023-05-20
11148,41,Voltage Drop,37.08,446541.36,2023-09-27
11149,147,Voltage Drop,46.96,46359.58,2024-05-14
11150,66,Voltage Drop,2.64,42886,2024-12-19
11151,78,Overheating,4.77,393625.31,2024-06-20
11152,129,Transformer Failure,39.68,190602.75,2023-07-12
11153,50,Transformer Failure,40.66,40765.74,2024-10-04
11154,34,Overheating,25.74,21988.81,2023-08-25
11155,106,Voltage Drop,5.06,484208.2,2024-01-19
11156,16,Transformer Failure,15.98,486002.8,2023-04-05
11157,23,Grid Instability,33.18,272369.28,2023-02-14
11158,124,Voltage Drop,3.55,279171.93,2023-01-02
11159,2,Voltage Drop,47.67,120281.46,2023-06-16
11160,115,Overheating,2.18,89456.68,2024-12-20
11161,161,Transformer Failure,36.89,129703.43,2024-10-07
11162,37,Transformer Failure,33.48,186592,2023-03-20
11163,107,Overheating,6.49,318621.35,2024-01-09
11164,55,Overheating,10.5,370448.04,2023-08-09
11165,34,Voltage Drop,35.56,371424.66,2023-08-16
11166,166,Transformer Failure,22.89,157710.73,2023-05-07
11167,117,Voltage Drop,20.22,247134.65,2023-08-06
11168,197,Grid Instability,29.27,94829.49,2024-10-26
11169,111,Voltage Drop,33.66,76187.49,2023-11-01
11170,22,Transformer Failure,46.88,165191.39,2023-12-10
11171,28,Transformer Failure,5.81,389846.49,2024-03-19
11172,172,Overheating,31.08,489788.15,2023-11-14
11173,145,Overheating,46.25,258483.55,2024-12-03
11174,36,Overheating,30.29,177425.03,2023-12-15
11175,20,Overheating,9.76,378334.99,2024-01-01
11176,128,Grid Instability,15.35,201644.73,2024-06-19
11177,113,Transformer Failure,23.98,398663.11,2024-09-02
11178,110,Voltage Drop,22.53,444696.61,2023-03-25
11179,116,Voltage Drop,43.59,43643.04,2023-04-15
11180,149,Overheating,14.55,80630.24,2024-04-11
11181,153,Voltage Drop,16.8,338847.16,2023-08-03
11182,198,Overheating,4.94,299537.09,2023-09-08
11183,161,Voltage Drop,43.98,174730.97,2024-12-27
11184,188,Voltage Drop,15.6,264731.22,2023-07-04
11185,198,Transformer Failure,46.32,330901.97,2023-11-18
11186,152,Voltage Drop,27.57,352571.74,2023-07-07
11187,97,Grid Instability,7.23,235410.95,2024-01-03
11188,62,Overheating,36.84,36669.09,2024-05-12
11189,6,Grid Instability,46.83,14168.24,2023-06-05
11190,89,Voltage Drop,5.6,451812.18,2023-09-22
11191,101,Grid Instability,34.2,467833.38,2024-08-30
11192,149,Overheating,9.16,423737.74,2024-08-25
11193,164,Transformer Failure,8.18,58298.23,2023-01-04
11194,19,Overheating,1.52,457194.28,2024-12-10
11195,84,Grid Instability,32.03,354105.91,2024-03-20
11196,91,Overheating,6.9,304870.78,2023-12-02
11197,41,Overheating,46,283935.51,2024-10-11
11198,38,Overheating,45.94,475910.59,2023-11-06
11199,194,Grid Instability,20.42,118935.5,2024-12-05
11200,165,Grid Instability,16.82,66523.43,2023-07-21
11201,128,Transformer Failure,27.01,248165.04,2024-10-01
11202,10,Voltage Drop,3.34,299107.52,2023-03-27
11203,160,Voltage Drop,35.97,461657.45,2024-09-21
11204,145,Overheating,39.49,460750.92,2023-06-23
11205,42,Grid Instability,33.16,235465.59,2024-07-02
11206,88,Transformer Failure,39.09,183255.06,2023-01-14
11207,140,Overheating,41.06,477697.65,2023-09-11
11208,58,Overheating,34.14,298101.31,2023-07-10
11209,55,Overheating,42.25,298019.06,2024-05-07
11210,117,Grid Instability,39.12,145787.17,2024-12-25
11211,174,Grid Instability,36.14,492962.71,2023-01-03
11212,11,Overheating,35.02,424056.04,2023-09-01
11213,124,Transformer Failure,1.41,388949.03,2023-09-14
11214,10,Voltage Drop,43.47,55340.75,2023-01-21
11215,128,Transformer Failure,41.47,127290.94,2023-02-01
11216,184,Transformer Failure,17.97,308010.11,2024-05-10
11217,68,Grid Instability,7.62,210807.81,2024-07-12
11218,135,Voltage Drop,14.24,324576.03,2023-08-20
11219,66,Transformer Failure,35.61,51132.27,2023-04-16
11220,113,Overheating,23.26,147745.85,2023-06-21
11221,39,Transformer Failure,11.08,452534.89,2023-03-25
11222,142,Grid Instability,47.53,251260.57,2023-01-28
11223,123,Voltage Drop,27.11,42581.69,2024-03-05
11224,195,Transformer Failure,42.64,232423.56,2024-08-25
11225,130,Grid Instability,23.83,415327.71,2024-09-23
11226,63,Overheating,39.3,290375.59,2023-05-21
11227,83,Grid Instability,19.37,188553.74,2023-05-12
11228,164,Overheating,43.81,316067.81,2024-08-02
11229,44,Grid Instability,12.7,447150.66,2024-10-29
11230,39,Voltage Drop,2.79,89571.23,2023-11-27
11231,98,Voltage Drop,39.46,318070.14,2023-12-29
11232,82,Overheating,42.27,362971.72,2023-02-19
11233,48,Transformer Failure,9.96,104423.06,2024-08-05
11234,196,Overheating,43.51,228171.32,2024-06-26
11235,119,Transformer Failure,42.72,168186.18,2024-05-23
11236,62,Voltage Drop,17.87,401031.01,2023-08-09
11237,47,Voltage Drop,30.45,191775.4,2023-01-28
11238,46,Voltage Drop,30.25,150732.94,2023-08-09
11239,172,Voltage Drop,47.9,83723.28,2024-09-22
11240,124,Grid Instability,7.38,419747.15,2024-11-21
11241,17,Transformer Failure,15.59,329375.35,2024-03-21
11242,142,Transformer Failure,10.14,36187.26,2024-01-09
11243,47,Overheating,47.48,328599.26,2023-07-04
11244,33,Voltage Drop,18.11,202483.82,2024-02-19
11245,90,Overheating,14.01,24529.64,2024-10-22
11246,134,Grid Instability,6.76,266473.35,2024-02-15
11247,33,Transformer Failure,7.74,187031.37,2024-06-09
11248,129,Transformer Failure,27.99,198178.67,2023-09-08
11249,133,Voltage Drop,8.93,14361.69,2023-01-29
11250,108,Voltage Drop,2.9,175607.24,2024-11-03
11251,138,Transformer Failure,33.12,237390,2024-06-29
11252,82,Grid Instability,37.65,192404.11,2024-04-01
11253,58,Grid Instability,41.08,379825.5,2023-01-02
11254,165,Transformer Failure,35.4,189734.13,2023-11-17
11255,124,Transformer Failure,3.47,315499.79,2023-01-21
11256,153,Voltage Drop,35.6,393208.68,2024-06-05
11257,93,Transformer Failure,42.65,103583.64,2024-07-21
11258,134,Grid Instability,36.24,192660.9,2024-04-15
11259,41,Overheating,37.28,91408.7,2023-12-01
11260,195,Grid Instability,34.65,435848.99,2024-12-04
11261,178,Overheating,20.47,162691.3,2023-12-31
11262,23,Grid Instability,17.59,19299.9,2024-07-30
11263,86,Grid Instability,1.44,479036.99,2024-02-21
11264,134,Transformer Failure,26.56,55027.76,2024-05-26
11265,1,Grid Instability,11.44,71829.14,2024-04-09
11266,29,Voltage Drop,24.98,166254.52,2024-03-21
11267,30,Transformer Failure,1.34,223675.28,2024-02-29
11268,55,Transformer Failure,36.77,144767.16,2024-10-10
11269,141,Grid Instability,30.55,194144.29,2023-12-13
11270,79,Grid Instability,39.5,178792.89,2024-05-22
11271,176,Transformer Failure,13.62,16948.28,2023-03-18
11272,112,Voltage Drop,19.22,161165.6,2023-04-30
11273,184,Grid Instability,45.84,12558.77,2023-03-28
11274,128,Grid Instability,38,115068.54,2023-03-10
11275,79,Overheating,13.29,326101.05,2023-05-14
11276,184,Overheating,17.03,307555.87,2024-10-11
11277,139,Transformer Failure,32.87,114976.95,2024-08-27
11278,54,Grid Instability,44.42,458524.67,2024-09-22
11279,60,Transformer Failure,33.3,243621.95,2023-02-09
11280,161,Overheating,36.52,255486.77,2023-11-18
11281,24,Grid Instability,5.47,312156.56,2023-08-16
11282,151,Transformer Failure,9.16,183909.67,2024-06-09
11283,56,Overheating,26.79,335002.2,2023-09-07
11284,190,Voltage Drop,9.23,383047.38,2024-03-27
11285,149,Transformer Failure,46.68,421947.49,2024-08-06
11286,75,Voltage Drop,41.01,264564.66,2024-11-29
11287,49,Grid Instability,40.86,128397.28,2024-05-09
11288,76,Voltage Drop,31.19,167934.63,2024-10-28
11289,74,Voltage Drop,8.13,253135.23,2023-03-24
11290,36,Transformer Failure,39.42,34544.57,2024-09-25
11291,35,Overheating,39.36,142975.52,2023-11-21
11292,160,Grid Instability,44.22,78375.39,2024-01-05
11293,178,Grid Instability,30.54,380898.45,2024-04-02
11294,77,Transformer Failure,36.61,263183.29,2024-07-30
11295,61,Overheating,26.37,395351.44,2024-07-29
11296,46,Grid Instability,10.87,395796.52,2023-01-21
11297,53,Overheating,27.6,400639.29,2023-08-22
11298,163,Voltage Drop,36.97,132650.96,2024-10-21
11299,119,Voltage Drop,17.81,335201.91,2023-07-29
11300,127,Transformer Failure,45.59,151927.84,2023-12-28
11301,140,Grid Instability,14.97,453796.9,2024-03-03
11302,16,Transformer Failure,29.93,346983.88,2023-04-12
11303,58,Grid Instability,9.19,439339.62,2023-05-17
11304,37,Grid Instability,16.64,495600.41,2023-07-30
11305,170,Grid Instability,39.14,221618.23,2023-10-25
11306,20,Grid Instability,6.96,467214.43,2024-12-26
11307,67,Transformer Failure,18.8,2640.9,2024-06-23
11308,136,Overheating,2.35,310136.56,2023-12-26
11309,163,Grid Instability,40.69,269816.62,2023-09-25
11310,105,Voltage Drop,45.93,25780.63,2024-06-01
11311,102,Voltage Drop,42.39,10358.49,2023-05-12
11312,80,Overheating,13.75,426109.64,2024-12-24
11313,77,Voltage Drop,13.45,170524.92,2024-10-02
11314,18,Transformer Failure,44.36,315246.87,2024-01-18
11315,88,Grid Instability,17.78,53412.59,2023-07-29
11316,16,Transformer Failure,27.9,6852.22,2023-01-13
11317,46,Overheating,12.1,239422.34,2024-01-07
11318,194,Voltage Drop,29.45,102723.3,2024-02-18
11319,159,Grid Instability,14.19,51601.74,2024-05-08
11320,103,Voltage Drop,14.1,324002.21,2024-02-07
11321,21,Transformer Failure,28.58,147030.41,2024-10-06
11322,118,Transformer Failure,43.43,365349.66,2024-04-19
11323,196,Transformer Failure,13.86,187013.16,2024-08-27
11324,103,Overheating,7.66,260704.54,2023-04-26
11325,177,Transformer Failure,32.11,117248.05,2023-03-08
11326,40,Voltage Drop,35.7,127197.14,2024-11-27
11327,186,Overheating,28.81,270464.79,2023-12-17
11328,78,Transformer Failure,3.25,356695.33,2024-04-19
11329,73,Overheating,13.21,388887.77,2023-02-28
11330,43,Transformer Failure,16.51,44626.85,2024-03-01
11331,181,Transformer Failure,17.09,167278.99,2023-07-08
11332,157,Grid Instability,5.32,478509.1,2024-10-29
11333,149,Voltage Drop,8.12,254914.3,2024-04-19
11334,126,Transformer Failure,23.04,343551.9,2023-05-08
11335,76,Grid Instability,32.14,145327.37,2023-12-04
11336,12,Grid Instability,20.48,101368.26,2023-01-25
11337,98,Grid Instability,8.35,320812.99,2023-12-05
11338,65,Overheating,5.74,185343.33,2023-07-27
11339,83,Transformer Failure,10.99,358207.77,2024-04-01
11340,176,Voltage Drop,17.12,449812.1,2023-07-14
11341,46,Voltage Drop,19.49,76118.37,2024-08-03
11342,103,Overheating,13.64,350991.01,2024-10-09
11343,39,Grid Instability,16.77,321074.27,2024-09-23
11344,80,Grid Instability,17.96,131817.58,2024-10-10
11345,122,Transformer Failure,27.11,160969.88,2024-02-14
11346,143,Grid Instability,14,467064.63,2023-08-08
11347,95,Overheating,44.03,237101.05,2023-08-11
11348,125,Transformer Failure,41.49,21330.27,2024-07-10
11349,58,Grid Instability,35.74,92111.22,2024-04-06
11350,121,Overheating,29.54,42531.7,2024-09-20
11351,120,Transformer Failure,33.33,115059.64,2024-12-13
11352,124,Grid Instability,1.91,177344.64,2023-03-27
11353,3,Transformer Failure,17.1,466670.83,2023-05-20
11354,104,Voltage Drop,8.34,104165.45,2024-03-30
11355,49,Grid Instability,17.48,137635.05,2023-06-01
11356,176,Overheating,39.38,137706.36,2023-12-13
11357,82,Voltage Drop,7.71,408210.02,2023-07-04
11358,26,Voltage Drop,23.09,87086.52,2024-08-15
11359,28,Voltage Drop,8.2,176741.54,2023-02-02
11360,66,Transformer Failure,21.7,399032.84,2023-08-12
11361,167,Overheating,22.53,45309.31,2023-05-21
11362,176,Voltage Drop,34.61,282546.41,2024-01-29
11363,113,Grid Instability,25.46,241066.57,2023-10-11
11364,182,Voltage Drop,33.48,419787.35,2023-02-13
11365,163,Grid Instability,33.14,300814.83,2023-05-18
11366,191,Grid Instability,19.84,10478.12,2024-07-29
11367,73,Voltage Drop,23.38,421359.12,2024-07-09
11368,96,Grid Instability,3.1,50736.07,2023-07-23
11369,49,Voltage Drop,39.87,462199.48,2024-07-15
11370,107,Overheating,3.24,58354.22,2024-10-06
11371,124,Voltage Drop,18.75,411867.91,2024-05-31
11372,76,Voltage Drop,29.85,306931.45,2023-08-15
11373,178,Voltage Drop,39.56,200351.75,2023-05-09
11374,9,Voltage Drop,44.94,64978.64,2024-11-18
11375,100,Overheating,26.23,351424.4,2023-07-04
11376,183,Voltage Drop,30.1,183672.57,2023-03-21
11377,37,Transformer Failure,35,453670.41,2024-07-15
11378,117,Voltage Drop,5.98,199477.71,2024-12-20
11379,172,Overheating,16.44,290268.34,2023-06-03
11380,163,Grid Instability,14.15,297157.65,2023-06-15
11381,124,Grid Instability,23.32,275229.71,2023-05-17
11382,48,Voltage Drop,2.22,267378.5,2024-01-12
11383,99,Voltage Drop,40.13,270126.93,2023-08-29
11384,137,Grid Instability,4.87,498702.57,2024-09-20
11385,73,Overheating,38.34,321599.86,2023-09-13
11386,154,Overheating,31.29,107103.25,2023-03-12
11387,15,Grid Instability,37.72,29321.8,2024-12-22
11388,113,Transformer Failure,8.35,181635.57,2024-05-30
11389,170,Transformer Failure,37.99,326354.07,2023-10-04
11390,180,Transformer Failure,29.43,419075.93,2024-03-22
11391,35,Grid Instability,42.03,457029.65,2024-08-16
11392,70,Overheating,21.62,201743.89,2024-08-24
11393,70,Transformer Failure,46.2,329998.05,2023-05-31
11394,196,Overheating,7.98,117879.05,2024-11-01
11395,6,Grid Instability,42.8,69685.3,2023-05-23
11396,28,Voltage Drop,34.65,319947.83,2024-11-07
11397,180,Overheating,10.11,411155.84,2023-04-11
11398,57,Grid Instability,22.81,490807.67,2024-05-18
11399,43,Voltage Drop,35.53,429694.73,2024-04-20
11400,122,Grid Instability,35.47,13716.45,2024-07-08
11401,99,Transformer Failure,17.28,264396.65,2023-02-13
11402,41,Overheating,25.33,236045.19,2024-02-11
11403,63,Overheating,9.08,21193.16,2024-01-28
11404,145,Transformer Failure,39.28,194932.22,2023-08-06
11405,5,Transformer Failure,45.69,203986.24,2023-10-08
11406,20,Overheating,27.2,235894.23,2023-04-10
11407,33,Transformer Failure,12.47,244949.8,2023-08-22
11408,113,Voltage Drop,31.67,396833.68,2023-07-01
11409,97,Grid Instability,35.72,397889.5,2024-05-12
11410,34,Overheating,39.68,245352.2,2023-12-11
11411,98,Voltage Drop,39.76,252995.19,2023-12-19
11412,185,Overheating,20.51,357813.78,2024-10-24
11413,74,Overheating,38.69,243918.76,2024-09-17
11414,164,Transformer Failure,26.05,251155.43,2024-02-10
11415,57,Transformer Failure,9.13,474893.5,2024-02-13
11416,151,Voltage Drop,43.02,160109.86,2024-10-31
11417,41,Grid Instability,11.35,411525.47,2023-09-08
11418,190,Grid Instability,45.54,311750.96,2024-02-05
11419,133,Transformer Failure,10.37,412579.88,2023-05-30
11420,34,Transformer Failure,19.54,77514.66,2023-10-14
11421,200,Transformer Failure,38.4,103210.19,2023-07-02
11422,187,Overheating,7.61,227433.66,2024-06-03
11423,16,Grid Instability,24,102918.7,2023-06-17
11424,57,Voltage Drop,13.57,143175.67,2023-09-26
11425,65,Voltage Drop,2.87,188109.03,2024-01-30
11426,21,Voltage Drop,10.8,315140.74,2024-09-29
11427,152,Voltage Drop,4.54,67632.65,2023-03-21
11428,105,Transformer Failure,47.86,463160.01,2024-09-27
11429,47,Grid Instability,12.63,482847.79,2023-04-30
11430,50,Voltage Drop,28.7,22215.46,2024-07-25
11431,100,Overheating,38.24,414376.97,2023-03-23
11432,64,Overheating,19.01,285710.89,2024-03-29
11433,94,Overheating,10.74,222641.37,2023-03-15
11434,122,Transformer Failure,16.53,139099.32,2023-11-11
11435,5,Transformer Failure,45.83,356799.68,2023-01-22
11436,17,Transformer Failure,1.74,282366.36,2024-07-27
11437,58,Overheating,25.65,411491.02,2023-01-23
11438,124,Voltage Drop,11.03,267068.94,2024-03-01
11439,89,Overheating,14.62,187507.58,2024-12-18
11440,176,Grid Instability,15.7,495046.81,2023-03-23
11441,55,Overheating,1.16,355671.98,2024-12-18
11442,9,Overheating,45.42,242179.78,2024-05-30
11443,14,Transformer Failure,32.43,330110.31,2024-01-08
11444,158,Voltage Drop,15.21,152564.63,2024-05-22
11445,194,Overheating,34.83,139394.16,2023-06-10
11446,132,Voltage Drop,14.47,496484.37,2023-08-12
11447,123,Grid Instability,29.69,405625.73,2024-10-12
11448,142,Transformer Failure,19.83,375504.63,2024-04-14
11449,76,Grid Instability,36.27,222235.26,2023-09-22
11450,64,Grid Instability,30.04,289274.87,2024-10-08
11451,183,Transformer Failure,15.93,304449.25,2024-12-21
11452,143,Voltage Drop,34.51,323111.23,2023-03-12
11453,8,Transformer Failure,23.56,53631.78,2023-03-18
11454,137,Voltage Drop,2.48,155232.02,2023-12-06
11455,111,Grid Instability,14.66,46486.5,2024-05-14
11456,176,Grid Instability,12.69,197795.99,2024-07-23
11457,103,Transformer Failure,28.48,361429.62,2024-10-01
11458,133,Transformer Failure,45.25,447347.97,2023-11-22
11459,179,Voltage Drop,18.77,102739.69,2024-12-29
11460,196,Overheating,9.77,358409.39,2024-08-18
11461,145,Voltage Drop,43.79,154498.54,2023-08-07
11462,90,Grid Instability,14.02,110890.94,2024-05-18
11463,14,Overheating,9.01,485600.24,2024-06-22
11464,171,Transformer Failure,19.13,276460.89,2023-11-24
11465,129,Voltage Drop,14.14,146648.78,2024-12-17
11466,38,Transformer Failure,39.81,461139.02,2023-11-06
11467,18,Grid Instability,26.7,156467.7,2023-07-28
11468,142,Grid Instability,33.95,307263.32,2024-12-21
11469,196,Grid Instability,13.87,3006.2,2024-11-29
11470,196,Overheating,27.18,153276.4,2024-10-10
11471,71,Overheating,5.28,460850.87,2023-12-14
11472,196,Voltage Drop,23.93,343626.46,2023-04-21
11473,191,Overheating,41.34,364970.46,2023-06-02
11474,98,Overheating,37.43,347080.39,2023-01-26
11475,64,Grid Instability,35.23,446094.95,2023-01-31
11476,117,Overheating,22.24,463669.69,2023-04-01
11477,44,Overheating,5.27,283109.47,2024-05-27
11478,167,Overheating,10.84,297923.73,2024-11-12
11479,157,Transformer Failure,36.47,247190.13,2024-08-18
11480,161,Grid Instability,27.2,34021.56,2023-01-02
11481,77,Grid Instability,37.28,487201.49,2023-07-19
11482,36,Grid Instability,30.9,253192.75,2024-01-25
11483,112,Overheating,20.84,334662.1,2023-11-03
11484,45,Grid Instability,44.11,309522.94,2023-11-15
11485,31,Overheating,42.54,335123.39,2024-10-06
11486,49,Transformer Failure,28.16,215686.69,2023-06-19
11487,30,Transformer Failure,25.64,41532.9,2024-08-31
11488,125,Grid Instability,1.78,167287.12,2024-12-05
11489,199,Transformer Failure,43.18,244431.14,2023-10-02
11490,121,Overheating,28.27,13794.47,2023-11-12
11491,35,Voltage Drop,35.59,69931.26,2023-08-22
11492,110,Grid Instability,39.01,333197.08,2024-07-17
11493,16,Voltage Drop,2.95,249178.74,2023-08-02
11494,24,Grid Instability,32.36,49304.99,2023-06-04
11495,40,Voltage Drop,11.72,46177.97,2023-05-20
11496,31,Voltage Drop,1.99,457161.93,2024-06-10
11497,145,Voltage Drop,30.71,13116.9,2024-09-06
11498,35,Transformer Failure,33.22,165329.04,2023-08-18
11499,100,Voltage Drop,4.81,427395.68,2023-01-14
11500,164,Overheating,36.18,74368.94,2024-03-23
11501,107,Grid Instability,22.7,38046.14,2023-04-17
11502,12,Overheating,31.64,9336.48,2024-05-22
11503,126,Grid Instability,43.58,104824.55,2024-05-24
11504,103,Voltage Drop,37.9,424561.61,2024-12-07
11505,88,Grid Instability,1.5,110498.86,2024-05-19
11506,93,Voltage Drop,14.82,309807.5,2023-11-24
11507,12,Voltage Drop,2.35,403330.34,2024-05-09
11508,63,Overheating,3.24,309011.86,2024-02-24
11509,90,Voltage Drop,13.19,119447.04,2024-02-09
11510,15,Overheating,46.87,146983.67,2024-12-27
11511,148,Overheating,44.66,262694.83,2024-06-23
11512,66,Grid Instability,47.42,435409.23,2024-03-17
11513,29,Voltage Drop,14.14,199436.17,2024-08-14
11514,71,Transformer Failure,47.83,308160.02,2024-10-29
11515,180,Voltage Drop,17.11,473406.41,2023-02-26
11516,2,Voltage Drop,34.47,268368.76,2023-10-21
11517,126,Overheating,16.96,170564.88,2023-01-06
11518,109,Transformer Failure,43.48,180602.34,2023-09-24
11519,34,Voltage Drop,22.89,333350.5,2023-01-07
11520,72,Voltage Drop,46.5,477321.61,2023-11-03
11521,85,Overheating,26.62,494206.67,2023-02-09
11522,30,Voltage Drop,39.08,133109.3,2024-05-30
11523,193,Grid Instability,34.49,313311.12,2024-07-03
11524,29,Overheating,19.88,350644.76,2024-05-19
