credit_id,plant_id,credits_generated,market_price_usd,transaction_date
14562,84,585.63,98.1,2024-07-22
14563,8,2186.99,66.99,2024-01-26
14564,66,8315.88,55.98,2023-04-25
14565,136,2422.75,42.89,2024-07-17
14566,183,9391.27,63.44,2023-12-28
14567,29,3903.94,10.69,2024-01-08
14568,149,1100.1,97.62,2023-11-28
14569,190,6352.19,23.71,2023-02-27
14570,50,3630.23,14.54,2024-04-30
14571,90,2140.61,73.72,2024-06-26
14572,72,295.29,11.41,2024-06-10
14573,21,9582.41,23.63,2023-09-24
14574,31,2082.52,71.99,2023-07-09
14575,179,3018.07,13.06,2024-10-10
14576,25,8127.92,32.6,2024-04-23
14577,97,288.93,25.02,2024-03-10
14578,160,3512.89,26.73,2024-03-21
14579,75,5543.25,71.76,2023-03-21
14580,180,4039.2,55.39,2023-03-14
14581,109,1588.57,60.86,2024-03-09
14582,57,3043.94,84.79,2024-02-08
14583,81,5568.77,8.23,2023-05-28
14584,80,849.76,7.1,2023-03-29
14585,138,9995.46,6.84,2024-07-02
14586,107,868.3,50.69,2023-02-13
14587,184,8041.27,89.83,2024-08-14
14588,134,8973.2,82.31,2023-07-31
14589,142,9157.8,6.23,2023-02-11
14590,43,7597.15,21.42,2023-10-26
14591,109,2986.08,36.35,2024-04-05
14592,47,3311.12,17.49,2023-07-12
14593,191,7132.59,25.62,2023-03-08
14594,99,7993.36,89.17,2024-04-21
14595,146,286.71,9.3,2024-12-21
14596,81,2117.5,37.91,2023-09-25
14597,111,2624.54,74.08,2023-08-05
14598,3,7255.83,80.76,2024-07-21
14599,198,8993.12,60.83,2024-08-03
14600,25,5833.66,65.64,2023-09-02
14601,43,9893.18,66.62,2024-06-18
14602,70,8011.11,82.58,2024-04-18
14603,153,6970.38,39.24,2023-01-26
14604,190,7905.28,22.93,2024-04-30
14605,152,4347.74,50.37,2023-02-14
14606,138,6890.82,58.52,2024-08-08
14607,14,7410.59,71.37,2023-08-03
14608,143,2410.66,5.47,2023-11-15
14609,137,1398.24,18.16,2023-06-07
14610,58,219.02,38.27,2023-07-01
14611,109,485.68,60.5,2023-11-06
14612,76,6079.83,36.63,2023-05-18
14613,6,9231.56,69.11,2023-05-30
14614,21,7744.34,22.83,2023-06-15
14615,47,8941.68,8.64,2023-07-02
14616,20,2922.91,22.3,2023-05-24
14617,78,4108.32,14.33,2024-05-03
14618,172,1144.17,66.78,2023-06-10
14619,75,9407.01,26.37,2024-03-30
14620,28,9237.03,68.54,2023-03-03
14621,129,9572.89,69.49,2024-06-08
14622,80,5065.19,30.93,2023-09-05
14623,126,8665.52,44.75,2024-02-26
14624,54,2654.29,47.09,2023-09-08
14625,76,8593,56.09,2023-11-23
14626,82,9375.53,39.15,2023-04-09
14627,48,3208.42,22.85,2024-03-07
14628,20,7024.82,45.39,2024-02-09
14629,108,8146.81,98.76,2024-12-06
14630,176,7586.95,88.5,2024-04-23
14631,51,8551.88,33.29,2024-02-12
14632,75,8144.65,74.91,2024-02-23
14633,67,9551.65,89.85,2024-08-12
14634,12,6283.87,99.82,2023-03-19
14635,72,9001.98,90.07,2024-08-23
14636,189,3687.07,86.23,2024-08-26
14637,41,4922.68,79.59,2023-12-04
14638,49,7765.44,30.59,2023-03-20
14639,195,677.74,95.81,2024-06-09
14640,73,6836.34,84.54,2023-04-23
14641,200,9408.34,14.35,2024-11-27
14642,110,9939.62,79.4,2024-08-02
14643,61,4327.17,46.62,2023-12-14
14644,107,384.87,76.94,2023-01-02
14645,54,3080.87,19.94,2024-03-31
14646,128,1137.21,27.97,2023-03-12
14647,74,6445.34,29.62,2023-03-10
14648,117,6903.56,57.55,2024-04-24
14649,85,1220.46,93.94,2023-03-10
14650,7,2112.15,45.01,2023-07-13
14651,21,5285.29,65.54,2023-11-29
14652,40,1926.13,67.71,2024-08-20
14653,127,809.95,93.08,2024-07-06
14654,50,1173.36,44.8,2023-03-06
14655,170,2044.34,19.21,2023-10-24
14656,87,9219.82,73,2023-07-18
14657,130,1886.82,42.59,2023-10-08
14658,24,4920.02,35.64,2023-05-02
14659,116,6448.68,63.81,2023-01-20
14660,171,5530.95,8.47,2024-02-21
14661,159,8760.77,43.26,2023-10-11
14662,127,6201.95,85.3,2023-09-17
14663,39,8812.33,60.36,2023-01-16
14664,9,7892.94,17.98,2023-01-18
14665,21,2442,31.98,2024-06-04
14666,199,2638.8,30.1,2024-02-18
14667,58,3447.3,25.04,2024-12-21
14668,178,3069.99,19.03,2024-09-16
14669,10,5567.58,67,2023-10-02
14670,149,7117.04,32.94,2024-04-08
14671,135,578.84,23.25,2023-04-22
14672,38,2944.77,68.5,2024-02-05
14673,126,2729.32,53.3,2024-02-24
14674,113,4057.38,65.8,2024-08-18
14675,36,3381.09,25.24,2024-10-23
14676,65,512.75,52.1,2024-05-17
14677,110,2098.52,15.43,2024-12-04
14678,30,2224.96,84.37,2024-09-04
14679,142,7483.7,93.15,2023-05-30
14680,161,1314.34,9.84,2024-07-19
14681,148,1091.96,10.45,2023-07-27
14682,144,265.6,47.33,2024-03-26
14683,95,4791.75,19.04,2023-09-25
14684,109,7983.15,22.27,2023-08-31
14685,137,3488.65,21.59,2023-06-27
14686,136,1947.18,36.28,2023-10-11
14687,53,9428.56,23.01,2024-12-18
14688,78,213.22,83.8,2024-11-06
14689,65,1333.42,33.33,2023-03-29
14690,165,8069.34,37.73,2023-04-20
14691,155,1321.81,55.52,2023-02-28
14692,180,2540.8,56.18,2024-01-25
14693,59,7652.62,28.47,2024-07-28
14694,77,8015.52,96.04,2023-07-02
14695,182,9737.88,85.1,2024-12-18
14696,94,4805.26,47.24,2024-08-28
14697,125,9014.01,19.25,2023-01-02
14698,164,7923.48,16.36,2023-01-11
14699,88,4155.57,89.8,2024-07-24
14700,178,8800.52,22.73,2023-02-01
14701,96,7643.04,19.11,2023-08-22
14702,104,3649.41,49.35,2024-11-17
14703,88,1196,70.32,2023-10-15
14704,48,9608.59,90.1,2023-07-03
14705,125,8878.37,29.87,2024-03-07
14706,153,3320.55,57.92,2024-08-30
14707,90,7426.2,86.89,2024-12-20
14708,173,3673.01,77.5,2024-01-30
14709,173,9444.02,64.9,2023-07-15
14710,81,4084.08,25.27,2023-01-07
14711,145,3503.3,66.88,2023-04-21
14712,83,3772.81,32.11,2024-04-04
14713,48,2546.97,80.81,2024-10-09
14714,7,5079.96,78.04,2024-02-23
14715,138,383.54,73.13,2024-08-16
14716,5,1482.99,51.96,2024-08-31
14717,66,7741.45,27.27,2024-09-26
14718,38,9805.71,78,2023-12-02
14719,189,3651.64,91.44,2023-09-17
14720,191,3442.97,37.85,2024-04-02
14721,139,5533.73,31.04,2023-10-12
14722,156,7634.53,41.6,2023-07-05
14723,188,6421.73,43.01,2023-11-21
14724,166,2280.47,12.37,2024-07-08
14725,62,8409.16,59.28,2024-06-08
14726,189,9341.39,80.88,2024-05-30
14727,97,385.07,91.94,2023-05-15
14728,69,847.88,45.05,2023-01-06
14729,179,3595.04,96.66,2024-08-25
14730,100,121.87,47.54,2023-06-09
14731,60,3830.86,64.92,2023-09-16
14732,15,3785.03,41.43,2023-12-07
14733,198,2472.99,68.48,2023-06-20
14734,176,8605.73,90.76,2023-07-23
14735,1,7029.79,18.88,2024-10-25
14736,121,7166.92,29.39,2024-08-31
14737,98,1969.98,59.46,2023-12-08
14738,78,8664.84,28.24,2024-05-16
14739,87,7867.16,46.59,2023-04-30
14740,77,7213.69,70.28,2024-12-20
14741,144,7455.35,48.6,2024-11-03
14742,84,6427.24,13.5,2024-08-11
14743,46,6943.53,81.68,2024-07-31
14744,165,6892.98,31.96,2023-11-06
14745,141,4983.58,32.09,2024-02-29
14746,34,9669.29,75.26,2024-03-26
14747,120,4543.07,62.13,2024-12-17
14748,167,6758.96,97.17,2024-01-19
14749,26,4917.55,17.37,2023-01-18
14750,33,6833.05,93.42,2024-06-13
14751,169,3258.47,74.41,2024-10-31
14752,189,9204.8,16.7,2024-03-28
14753,142,4412.32,40.05,2024-10-13
14754,198,4356.72,17.37,2023-12-15
14755,23,8990.28,50.25,2024-10-18
14756,179,9515.89,48.78,2024-08-13
14757,116,6148.28,92.2,2023-06-10
14758,124,7821.57,90.83,2023-05-22
14759,185,7202.08,19.26,2023-11-30
14760,85,5116.1,43.42,2024-05-22
14761,190,6360.67,10.84,2024-01-18
14762,22,5075.51,9.51,2023-07-21
14763,50,3941.81,9.85,2024-04-12
14764,120,6026.99,96.83,2024-10-16
14765,162,2093.57,58.78,2024-03-16
14766,81,5527.11,47.35,2023-04-24
14767,199,2426.85,74.06,2024-02-02
14768,10,937.35,76.97,2024-10-09
14769,187,3710.26,30.29,2024-06-23
14770,99,724.02,62.99,2023-01-03
14771,154,2229.53,61.11,2024-05-07
14772,43,1200.62,78.3,2023-02-12
14773,79,3142.99,75.07,2023-04-30
14774,97,6514.19,70.89,2024-05-02
14775,32,184.95,12.79,2024-12-10
14776,171,7933.81,51.48,2024-09-12
14777,71,8838.04,86.03,2024-04-09
14778,13,5213.9,78.77,2023-11-20
14779,44,7287.99,91.37,2024-09-13
14780,112,1337.71,30.74,2024-02-21
14781,130,2792.04,35.5,2024-05-20
14782,165,1018.44,67.29,2024-12-07
14783,142,4969.04,19.37,2023-05-07
14784,46,5703.63,72.66,2023-10-22
14785,149,9616.12,19.82,2024-01-13
14786,129,3452.7,45.16,2024-06-15
14787,39,9466.1,57.12,2023-12-31
14788,85,5856.42,57.16,2024-02-23
14789,51,2444.78,53.22,2024-01-25
14790,76,9496.04,78.48,2023-10-11
14791,182,5647.99,11.1,2023-05-16
14792,170,2411.23,76.38,2024-08-11
14793,71,6025.67,35.23,2023-08-31
14794,8,1107.94,96.87,2023-10-04
14795,76,2905.87,52.59,2024-06-10
14796,86,3705.09,23.66,2024-04-15
14797,52,1235.13,41.89,2023-03-04
14798,145,6243.61,70.04,2023-08-12
14799,124,4967.6,74.89,2024-11-16
14800,186,8038.54,27.79,2023-04-15
14801,116,4741.45,75.8,2024-04-23
14802,132,2770.76,90.3,2024-01-30
14803,114,2013.18,42.97,2023-05-07
14804,157,9124.94,5.49,2024-07-11
14805,72,1711.44,49.17,2023-11-16
14806,108,3244.5,53.47,2024-12-01
14807,18,6185.14,88.26,2023-04-11
14808,167,2951.59,13.48,2023-01-26
14809,75,4809.69,69.24,2023-07-15
14810,112,7406.77,60.52,2024-05-17
14811,15,1926.21,28.48,2023-12-09
14812,17,9223.65,73.3,2023-06-22
14813,133,458.79,81.75,2024-11-30
14814,185,1621.58,44.9,2024-06-10
14815,60,2519.47,39.31,2023-04-10
14816,90,5903.73,8.57,2023-08-27
14817,87,2731.89,7.04,2024-10-04
14818,130,4059.39,8.16,2024-08-16
14819,112,9553.01,65.29,2024-06-16
14820,199,8725.32,21.05,2024-07-14
14821,144,4189.42,43.9,2023-10-13
14822,65,6916.52,80.18,2024-06-23
14823,38,7349.71,41.73,2024-10-21
14824,127,9129.47,14.99,2023-10-09
14825,74,2013.08,51.92,2023-10-12
14826,31,3157.21,46.95,2024-11-09
14827,38,2123.49,18.22,2024-01-23
14828,68,7632.26,24.24,2024-09-30
14829,61,486.27,56.19,2024-12-06
14830,43,5317.72,11.24,2024-06-13
14831,118,6338.94,77.66,2024-10-28
14832,188,3746.85,36.71,2023-01-05
14833,42,9426.99,52.04,2023-08-30
14834,158,2544.26,8.13,2023-05-31
14835,190,6173,32.1,2024-11-25
14836,126,2660.54,57.9,2023-12-18
14837,174,1330.85,25.5,2023-01-04
14838,161,1478.15,66.27,2024-11-28
14839,102,7878.59,49.32,2024-02-17
14840,107,3861.36,85.46,2024-12-06
14841,18,8710.29,11.8,2024-08-28
14842,72,9525.29,51.96,2023-10-19
14843,72,4890.26,69.27,2024-09-20
14844,53,3720.79,97.76,2023-09-18
14845,37,6296.35,40.88,2024-04-05
14846,62,7270.9,9.19,2024-12-09
14847,39,3582.63,26.26,2024-10-28
14848,88,7651.65,47.31,2023-08-07
14849,109,5549.08,8.85,2023-04-26
14850,63,7245.86,46.59,2024-12-12
14851,5,6315.37,55.71,2023-09-28
14852,28,2401.32,27.56,2024-09-03
14853,8,1173.68,93.73,2023-02-15
14854,66,5485.84,79.72,2023-05-28
14855,17,185.31,19.86,2024-03-27
14856,5,2936.58,11.54,2023-03-18
14857,80,7699.7,82.91,2023-05-05
14858,7,6424.48,49.68,2024-10-01
14859,3,2288.12,94.34,2024-01-19
14860,24,8790.67,11.5,2024-01-01
14861,92,439.06,13.59,2023-08-09
14862,91,8626.36,18.04,2023-07-15
14863,46,5962.09,45.93,2023-01-13
14864,74,1629.77,95.96,2023-02-22
14865,2,9702.54,69.45,2023-08-05
14866,15,3336.31,90.56,2024-05-28
14867,102,6093.69,17.44,2024-03-15
14868,112,9442.97,76.15,2023-01-15
14869,24,7894.63,5.26,2024-05-16
14870,48,9258.14,27.39,2023-11-07
14871,144,1143.29,23.05,2024-11-15
14872,70,2458.51,75.63,2024-03-27
14873,83,9180.32,18.58,2023-03-04
14874,195,3443.35,29.12,2023-06-30
14875,34,4453.85,36.58,2023-06-10
14876,92,102.93,24.59,2024-01-25
14877,9,3437.66,25.13,2023-06-07
14878,72,4420.88,32.77,2023-02-02
14879,105,2283.95,92.22,2024-12-23
14880,91,9536.47,17.28,2024-11-12
14881,122,7612.08,71.71,2024-09-14
14882,130,3154.16,25.89,2023-05-16
14883,76,2980.44,94.47,2023-10-21
14884,98,4702.37,59.38,2024-12-15
14885,190,7820.51,45.91,2023-06-23
14886,70,7902.21,11.59,2023-05-05
14887,9,6604.98,60.2,2024-01-14
14888,69,291.83,43.81,2023-07-21
14889,14,8771.77,46.77,2024-11-07
14890,114,8283.6,81.28,2023-04-29
14891,99,1051.25,52.58,2023-06-11
14892,91,1250.04,97.71,2024-08-07
14893,119,1517.11,95.93,2023-02-11
14894,22,9883.64,6.59,2024-07-13
14895,22,483.01,9.74,2023-07-27
14896,36,4789.34,83.55,2024-03-20
14897,74,4983.82,56.75,2023-08-10
14898,22,3584.24,95.71,2024-03-26
14899,32,1336.17,68.43,2024-02-27
14900,44,2606.27,47.15,2023-04-10
14901,56,7632.4,61.14,2024-03-26
14902,137,940.3,46.44,2024-05-18
14903,178,2851.19,96.56,2023-01-10
14904,178,8235.79,35.33,2024-06-23
14905,3,9928.37,45.7,2023-04-12
14906,104,5566.6,90.15,2024-11-15
14907,105,2476.77,61.61,2023-10-10
14908,31,1716.09,74.98,2024-07-17
14909,119,1712.17,77.8,2023-12-29
14910,116,3394.74,46.99,2023-03-11
14911,134,9188.37,43.12,2024-07-10
14912,69,350.52,27.09,2023-01-29
14913,114,7752.59,19.92,2023-02-08
14914,115,8524.12,62.85,2023-03-24
14915,36,9302.17,58.16,2023-07-01
14916,6,4554.41,16.11,2023-07-03
14917,81,8450.7,42.17,2023-02-09
14918,104,9512.9,10,2024-09-29
14919,153,149.98,92.78,2024-05-20
14920,60,7699.42,44.83,2023-09-19
14921,119,2052.59,86.77,2024-07-30
14922,17,3045.31,59.62,2023-12-31
14923,6,4048.91,80.3,2024-03-06
14924,37,9003.26,32.66,2024-05-18
14925,14,965.51,66.74,2023-11-18
14926,91,1673.97,16.4,2023-11-16
14927,71,9325.05,26.21,2024-05-31
14928,168,6740.21,97.62,2023-04-12
14929,28,2768.07,71.04,2024-04-05
14930,83,4026.86,19.36,2023-09-30
14931,99,7785.14,66.97,2023-07-18
14932,75,7193.24,23.04,2023-09-11
14933,27,3962.71,18.1,2023-04-30
14934,189,2896.4,33.94,2023-01-03
14935,85,8908.17,39.87,2024-02-16
14936,178,131.23,89.85,2024-10-18
14937,200,8678.46,19.22,2023-07-16
14938,89,9369.72,54.54,2023-11-13
14939,127,8018.95,73.31,2023-08-01
14940,181,289.04,25.52,2024-07-29
14941,195,8244.11,28.22,2024-05-18
14942,107,9089.52,78.4,2024-10-15
14943,36,4664.35,91.85,2023-01-06
14944,30,5429.36,70.96,2023-11-30
14945,164,2105.25,29.48,2023-04-08
14946,146,1308.32,86.95,2024-09-16
14947,146,5429.33,96.8,2024-02-03
14948,161,9022.77,93.76,2024-11-25
14949,37,9928.69,97.75,2024-08-30
14950,131,945.09,78.94,2024-02-05
14951,106,3766.91,64.76,2023-09-12
14952,15,6000.22,98.75,2023-02-18
14953,153,1438.33,31.29,2024-03-12
14954,124,2209.62,95.89,2023-03-19
14955,135,9743.61,31.47,2024-03-11
14956,33,2922.49,78.87,2023-01-21
14957,156,8711.36,67.62,2023-03-23
14958,85,3003.63,89.24,2023-05-04
14959,182,5318.09,39.2,2024-02-10
14960,155,3934.73,71.75,2024-06-23
14961,30,2391.44,70,2023-04-17
14962,194,8145.95,82.95,2024-11-23
14963,190,8964.34,5.02,2024-05-25
14964,102,4622.61,38.1,2024-01-18
14965,32,6371.15,80.96,2024-12-26
14966,45,6060.43,60.59,2024-07-10
14967,168,993.81,39.53,2023-04-20
14968,176,285.74,37.12,2024-04-25
14969,142,2393.25,16.01,2024-04-15
14970,57,6678.16,38.35,2024-04-14
14971,18,8970.8,20.18,2023-11-02
14972,41,8817.44,89.75,2024-03-11
14973,21,9099.56,91.32,2023-10-31
14974,114,9512.5,9.4,2024-11-27
14975,80,7530.16,52.69,2024-10-20
14976,60,9025.79,59.31,2023-05-11
14977,22,9070.01,39.14,2024-03-26
14978,26,8422.38,87.37,2023-03-18
14979,183,6959.99,15.51,2024-07-04
14980,170,6394.58,42,2023-03-27
14981,103,1674.07,28.81,2023-12-30
14982,144,6393.21,80.72,2024-02-14
14983,179,3692.41,76.18,2023-02-19
14984,74,1400.38,6.22,2023-12-05
14985,31,4213.56,99.79,2024-06-06
14986,169,9301.25,90.61,2023-09-07
14987,80,7621.06,46.5,2023-06-18
14988,18,8255.38,51.23,2024-05-08
14989,150,4429.8,12.53,2023-01-16
14990,71,7562.88,23.71,2024-02-10
14991,143,4735.55,71.54,2023-03-09
14992,19,6319.8,28.46,2023-08-07
14993,43,7806.92,51.25,2024-03-14
14994,89,520.77,24.34,2023-06-07
14995,7,2395.34,68.42,2024-05-07
14996,58,1906.55,70.62,2023-02-10
14997,187,5904.83,89.62,2024-05-09
14998,132,6663.52,47.34,2024-07-09
14999,39,4941.25,10.18,2023-02-14
15000,66,6946.68,59.87,2024-04-30
15001,116,2998.44,63.31,2024-12-28
15002,14,9683.16,38.99,2024-07-10
15003,92,7123.35,23.57,2024-08-13
15004,179,2548.08,39.74,2024-04-25
15005,161,603.15,67.59,2024-12-14
15006,52,5564.42,31.83,2023-04-22
15007,43,9662.61,90.65,2023-02-06
15008,48,7955.69,77.93,2024-03-05
15009,46,2221.51,99.09,2024-06-02
15010,7,9455.29,45.81,2024-12-12
15011,32,6187,35.9,2023-11-22
15012,130,821.87,13.78,2023-10-19
15013,80,8948.39,7.16,2023-05-03
15014,157,7550.05,52.96,2023-08-25
15015,188,5855.65,57.7,2024-03-10
15016,113,3877.9,77.98,2024-11-29
15017,123,7703.02,89.31,2024-03-08
15018,54,7861.49,11.3,2024-02-29
15019,45,1119.99,29.65,2023-04-15
15020,183,3158.57,77.82,2024-01-05
15021,59,3712.08,39.93,2023-01-28
15022,23,8175.3,94.63,2023-07-18
15023,168,3255.96,64.71,2024-07-26
15024,32,4862.12,25.71,2023-09-23
15025,30,2099.69,64.85,2023-07-27
15026,60,9683.28,89.67,2023-09-29
15027,65,8345.22,24.89,2024-07-08
15028,90,1970.46,12.45,2024-02-08
15029,199,1934.73,77.24,2023-08-25
15030,113,6997.34,21.57,2024-03-06
15031,173,5749.56,17.19,2024-06-12
15032,172,6853.99,84.82,2023-09-03
15033,126,4831.32,44.34,2024-11-26
15034,166,7460.63,9.44,2023-04-11
15035,37,5224.8,86.79,2024-02-26
15036,154,3390.9,98.56,2023-11-11
15037,24,1911.8,20.21,2024-09-28
15038,111,9741.18,24.16,2024-09-08
15039,77,2135.52,83.75,2024-12-18
15040,24,6042.54,90.24,2023-05-07
15041,47,4259.68,54.08,2023-04-13
15042,91,5534.18,35.24,2024-07-18
15043,192,8109.88,17.89,2023-04-24
15044,38,4457.23,19.67,2024-12-29
15045,101,597.52,56.82,2024-08-14
15046,43,4584.37,32.68,2023-08-04
15047,80,5270.29,65.12,2023-10-13
15048,122,5976.16,11.34,2023-01-03
15049,58,6981.76,46.86,2023-08-07
15050,130,592.25,32.16,2023-05-30
15051,178,1149.06,74.7,2023-11-07
15052,74,1519.96,87.46,2023-07-05
15053,149,9552.31,88.33,2023-06-01
15054,129,4831.42,78.46,2023-11-17
15055,104,1024.25,99.65,2023-01-31
15056,158,6279.97,60.99,2023-11-11
15057,140,9996.73,46.07,2024-07-19
15058,187,3979.56,42.95,2023-08-05
15059,12,2904.27,15.24,2024-08-11
15060,20,2385.97,57.54,2023-10-19
15061,29,9737.81,18.24,2024-06-11
15062,103,440.91,29.79,2023-04-11
15063,83,291.18,78.52,2023-04-08
15064,188,5340.43,90.97,2023-05-17
15065,197,4870.55,42.85,2023-01-18
15066,99,2269.21,85.07,2023-07-14
15067,84,712.89,92.47,2024-12-03
15068,109,2599.15,33.5,2023-07-25
15069,76,1819.92,96.65,2024-08-08
15070,83,7937.25,34.82,2024-04-08
15071,156,3480.38,52.87,2024-02-10
15072,17,4548.52,72.46,2024-02-16
15073,32,7836.32,38.65,2023-12-17
15074,89,6747.23,87.4,2024-12-31
15075,115,3142.48,12.53,2023-07-05
15076,197,4366.39,71.5,2023-10-25
15077,197,113.26,16.37,2024-06-08
15078,198,4560.18,76.87,2023-06-26
15079,26,3913.25,35.93,2024-02-03
15080,132,8883.82,95.95,2023-08-19
15081,182,9721.38,55.96,2024-03-11
15082,1,9311.16,87.69,2023-06-23
15083,146,4852.37,98.52,2024-07-13
15084,170,3074.62,21.46,2024-01-23
15085,94,5421.09,93.95,2023-07-02
15086,99,7068.1,92.15,2023-10-22
15087,91,3599.84,79.56,2024-11-28
15088,185,8955.29,61.75,2024-06-14
15089,63,366.67,82.01,2023-05-18
15090,83,9145.71,75.02,2024-11-18
15091,156,6729.87,79.82,2023-06-08
15092,130,2730.31,78.91,2023-10-01
15093,152,5754.79,82.41,2024-10-25
15094,187,2472.88,68.21,2023-12-05
15095,77,1187.3,89.28,2023-03-17
15096,49,7199.41,88.44,2024-02-03
15097,125,4019.21,64.83,2024-09-14
15098,84,4523.54,8.88,2024-07-27
15099,127,5498.58,79.9,2023-03-10
15100,199,2945.37,80.51,2023-12-02
15101,9,1422.26,47.28,2024-03-05
15102,195,5789.48,85.46,2023-09-26
15103,10,8043.96,32.54,2023-08-22
15104,177,5730.07,85.72,2023-08-26
15105,157,6264.1,35.19,2024-03-08
15106,119,3886.27,34.82,2024-10-29
15107,143,2973.6,95.59,2024-07-13
15108,37,312.84,30.56,2023-01-20
15109,42,8396.87,95.94,2024-11-08
15110,194,9205.51,46.83,2024-04-03
15111,94,4291.06,8.11,2023-02-06
15112,107,2170.09,35.91,2024-08-10
15113,199,4187.19,32.33,2023-06-04
15114,116,5305.54,20.65,2024-04-29
15115,145,2783.24,19.37,2023-09-22
15116,166,5908.33,16.43,2024-03-22
15117,70,5816.04,57.03,2023-08-12
15118,143,3759.64,34.76,2024-12-25
15119,3,8989.74,99.68,2023-01-14
15120,11,9615.94,24.31,2024-07-11
15121,168,4331.29,36.29,2024-09-15
15122,111,5327.43,80.88,2023-07-15
15123,150,4815.32,89.08,2023-01-06
15124,152,9027.35,63.72,2023-08-09
15125,67,2577.89,25.72,2024-07-21
15126,114,1554.69,8.07,2023-06-23
15127,2,6470.87,22.7,2023-04-09
15128,15,8020.71,52.54,2024-08-13
15129,118,6360.17,53.54,2023-01-18
15130,51,8249.8,68.67,2024-08-26
15131,94,8477.39,6.39,2024-12-30
15132,103,8458.37,37.89,2023-04-11
15133,59,3741.19,5.83,2024-04-06
15134,79,4161.94,23.73,2023-08-11
15135,92,486.94,39.87,2024-10-12
15136,144,373.76,16.94,2024-03-06
15137,199,4667.3,71.89,2023-09-20
15138,142,4359.22,81.83,2024-09-23
15139,124,1764.99,22.6,2024-02-06
15140,88,2532.26,66.99,2024-03-03
15141,197,105.79,23.4,2023-11-23
15142,71,901.58,63.7,2024-08-28
15143,129,2639.89,35.86,2024-05-02
15144,77,1070.22,59.33,2023-07-10
15145,126,1175.84,40.51,2023-03-02
15146,29,888.1,54.44,2023-11-13
15147,75,7825.21,21.45,2024-02-27
15148,14,4948.66,88.92,2024-10-30
15149,23,4960.84,59.13,2023-05-18
15150,96,6312.35,17.95,2024-01-23
15151,137,1302.74,25.68,2023-03-28
15152,127,8649.44,13.23,2023-08-28
15153,26,4169,87.19,2024-09-01
15154,135,7761.14,96.03,2023-12-17
15155,66,8561.92,55.93,2024-02-12
15156,100,8332.94,93.73,2024-08-27
15157,31,5014.9,7.09,2023-01-06
15158,104,9418.85,38.4,2024-06-01
15159,35,1842.3,25.11,2024-05-11
15160,168,266.32,41.26,2024-09-09
15161,76,1512.65,96.23,2024-02-02
15162,107,5810.87,64.41,2023-01-24
15163,149,7992.48,65.64,2023-01-06
15164,19,965.16,21.14,2024-01-04
15165,70,8183.99,76.73,2024-12-17
15166,96,1470.33,56.14,2023-11-15
15167,149,4320.72,59.51,2024-06-09
15168,64,9141.75,60.72,2023-12-16
15169,92,5429.22,31.27,2024-01-10
15170,117,9061.47,27.19,2024-05-15
15171,156,6231.04,41.96,2024-10-22
15172,197,3993.8,53.81,2023-09-04
15173,40,7919.21,65.1,2023-01-31
15174,162,8469.28,5.42,2024-12-29
15175,51,3461.67,41.37,2023-04-03
15176,107,9819.92,65.86,2024-10-16
15177,11,1570.87,71.7,2023-07-04
15178,33,4313.85,53.4,2023-12-02
15179,180,8569.66,93.34,2024-08-17
15180,118,2111,81.37,2024-01-22
15181,59,8199.7,53.81,2023-06-09
15182,108,9064.4,40.85,2024-02-11
15183,126,2424.32,46.44,2024-12-21
15184,10,6257.65,12.5,2023-01-22
15185,51,5138.24,71.23,2024-04-27
15186,43,5270.54,44.87,2024-02-07
15187,123,6912.95,59.35,2023-11-13
15188,137,8815.73,76.11,2024-08-11
15189,100,8394.19,7.57,2024-08-29
15190,88,3801.85,36.42,2024-04-16
15191,86,8872.14,25.72,2023-12-09
15192,16,2445.32,10.64,2024-11-14
15193,44,2561.5,67.84,2024-05-27
15194,17,9095.31,91.36,2023-03-19
15195,104,3857.01,77.94,2023-04-16
15196,125,1679.54,74.09,2023-03-28
15197,114,4282.19,9.17,2024-09-24
15198,12,7638.13,21.95,2023-01-13
15199,33,3109.46,89.58,2024-08-22
15200,119,621.55,19.65,2023-05-12
15201,192,4924.03,66.12,2024-10-10
15202,2,447.45,58.57,2024-08-25
15203,92,4218.58,62.39,2023-12-16
15204,36,5196.25,11.82,2023-03-08
15205,134,8156.84,60.08,2024-03-31
15206,110,9795.1,42.5,2024-01-08
15207,94,6880.73,40.41,2023-10-11
15208,2,5731,29.73,2024-01-27
15209,103,8293.51,60.67,2023-12-20
15210,53,6158.69,28.66,2024-09-27
15211,8,7824.51,22.38,2023-12-01
15212,53,7669.17,30.02,2023-07-28
15213,197,3937.8,34.55,2024-12-09
15214,198,3683.35,59.42,2023-02-21
15215,130,313.64,55.28,2024-03-25
15216,24,5587.44,60.22,2023-05-03
15217,32,526.12,59.49,2023-12-08
15218,25,4993.71,91.59,2023-09-05
15219,149,1104.41,84.42,2023-03-20
15220,184,7805.62,65.23,2024-06-29
15221,12,9422.09,64.65,2023-09-11
15222,3,6782.9,97.05,2023-08-15
15223,144,1070.48,78.81,2024-05-13
15224,79,3374.85,60.24,2024-10-05
15225,5,5527.03,94.66,2024-10-20
15226,131,6508.93,81.75,2024-09-23
15227,107,1907.59,79.08,2024-11-11
15228,115,9291.21,44.6,2024-02-11
15229,86,4560.11,98.46,2024-01-10
15230,158,9400.64,8.77,2023-02-22
